hotel_name,rating,description,address,url,city,latitude,longitude
Belle marina avec piscine collective,8.7,"Belle marina avec piscine collective in Aigues-Mortes offers a holiday home with two bedrooms and a living room. The property includes a terrace, balcony, and free WiFi.","1090 Avenue de la Mont Joye, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/marina-avec-appontement-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5750022,4.1862674
LA PENICHE - Bed And Bicycle - Aigues Mortes,9.1,"LA PENICHE - Bed And Bicycle - Aigues Mortes in Aigues-Mortes offers recently renovated rooms with air-conditioning, private bathrooms, and city or river views. Each room includes a work desk, wardrobe, and free toiletries.","Quai du commerce, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/la-peniche-bed-and-bicycle-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.569751962428,4.191829115975
L'Oliveraie de Paul,9.3,"L'Oliveraie de Paul in Aigues-Mortes offers a holiday home with a sun terrace, garden, and seasonal outdoor swimming pool. Guests enjoy free WiFi, massage services, and a tennis court.","Chemin Trouchaud - Mas Bertrand, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/oliveraie-de-paul.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.58377121510387,4.20415288206641
Maison Les Pins,8.8,"Maison Les Pins in Aigues-Mortes offers a spacious 4-star villa with four bedrooms and two bathrooms. The property features a living room, family rooms, and a fully equipped kitchen.","Chemin d'Esparon Lotissement ""Les Pins"" ndeg 7, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/maison-les-pins-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5643027,4.20303039999999
Hotel Les Templiers,8.9,"Housed in an 18th-century merchant's house, Hotel Les Templiers is located inside the Aigues-Mortes fortifications, in southern France. It offers air-conditioned accommodation with en-suite facilities and TVs.

Guests of the Hotel Les Templiers can enjoy a continental breakfast every morning. There is also a bar and a garden. Free Wi-Fi access is available in the hotel’s 24-hour reception.

Guests of the Templiers Hotel can visit there nearby ponds of Ville and Merette. La Grande Motte Golf Course is just 7 km away. Paid public parking can be found nearby.","21 Et 23 Rue De La Republique, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/les-templiers.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.56694564615619,4.191873460958959
Marina à Aigues Mortes - GARD,9.3,Marina à Aigues Mortes in Aigues-Mortes offers a villa with a garden and terrace. Free WiFi is available throughout the property.,"105 Impasse Etambo, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/marina-a-aigues-mortes-gard.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5747248,4.1884645
La Perle Rose Villa Standing 5 étoiles avec piscine jacuzzi et superbe vue,9.7,"La Perle Rose Villa in Aigues-Mortes offers a 5-star villa experience with a year-round outdoor swimming pool, hot tub, and casino. Guests enjoy free WiFi, a terrace, and a beautiful garden.","287 chemin de la pêcherie, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/la-perle-rose-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.562118844645575,4.185999394659428
Le Cosy des Remparts ! Charmant appartement intra-muros,8.9,"Le Cosy des Remparts ! Charmant appartement intra-muros in Aigues-Mortes offers a one-bedroom apartment with a living room. The property features parquet floors and a sofa bed, ensuring a cosy and inviting atmosphere.","3 Rue J J Rousseau, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/le-cosy-des-remparts-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=17&hpos=17&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5655229,4.1905592
Marina LTI,9.7,"Marina LTI in Aigues-Mortes offers a holiday home with three bedrooms and two bathrooms. The property features a sun terrace and free WiFi, ensuring a pleasant stay.","Avenue de la Mont Joye, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/marina-aigues-mortes2.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5736029,4.1877654
La Paloma,9.1,La Paloma in Aigues-Mortes offers a 4-star holiday home with two bedrooms and a living room. Family rooms provide ample space for relaxation.,"Résidence les rives de la tour N°17, 150 Rue du Vidourle, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/la-paloma-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.570060078914906,4.187177796820038
le dit vin secret,8.4,"le dit vin secret in Aigues-Mortes offers air-conditioned rooms with private bathrooms, city views, and parquet floors. Each room includes a tea and coffee maker, hairdryer, and free toiletries.","13 rue sadi carnot 13 rue sadi carnot, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/le-dit-vin-secret.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.566769,4.189113
Hôtel La Maison des Croisades - Au pied des Remparts,9.0,"Hôtel La Maison des Croisades in Aigues-Mortes offers family rooms with private bathrooms, air-conditioning, and garden views. Each room includes a work desk, TV, and free WiFi.","2 RUE DU PORT, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/des-croisades.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5689974,4.18829819999996
La Maison de Lyna - Suites de charme intra-muros avec parking & autonomie,8.9,"La Maison de Lyna in Aigues-Mortes offers a unique stay within a historic building. The aparthotel features tiled floors and a private entrance, providing a charming and authentic atmosphere.","22 Boulevard Gambetta, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/la-maison-de-lyna.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5660175,4.1923532
Les remparts Aigues-Mortes appartement et parking,9.1,"Les remparts Aigues-Mortes appartement et parking in Aigues-Mortes offers a one-bedroom apartment with a living room. The property features parquet floors, a sofa bed, and a dining area.","2 rue Pasteur 1er étage, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/les-remparts-aigues-mortes-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5667223,4.19055
Hotel Saint Louis - Au Coeur des Remparts,8.5,"Set in the historical heart of Aigues-Mortes, 200 yards from the Tour de Constance, Hotel Saint Louis - Au Coeur des Remparts is an air-conditioned hotel with a wellness center and restaurant. Free WiFi access is available on site and public city parking spots are available for free.

All rooms feature a contemporary décor inspired by the region and are fitted a flat-screen TV, a mini-bar and a telephone. Each room has a private bathroom. In the summer, guests can enjoy a drink on the patio or sun terrace. The onsite restaurant features a baroque-style décor and offers modern Camargue cuisine made with local produce and outdoor seating.

Nîmes is 43 km from Hotel Saint Louis - Au Coeur des Remparts, while Arles is 49 km from the property. Montpellier - Mediterranee Airport is 26 km away.

 There is a wellness center with a sauna and massages are also available on request.","10, Rue Amiral Courbet, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.5672196715711,4.189343601465225
Villa à deux pas de la cité médiévale dans une résidence très calme,8.9,"Villa à deux pas de la cité médiévale dans une résidence très calme in Aigues-Mortes offers two bedrooms and a bathroom. Guests enjoy a fully equipped kitchen, washing machine, and free WiFi.","150 Rue du Vidourle, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/villa-a-deux-pas-de-la-cite-medievale-dans-une-residence-tres-calme.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.569799522692,4.186523869312
Hôtel Le Médiéval - Parking inclus & accueil vélo,8.9,"Le Médiéval is located on the banks of the canal in Aigues-Mortes, 30 km from Montpellier. It offers en suite rooms, free parking and an outdoor swimming pool.

Hotel Le Médiéval provides a daily buffet continental-style breakfast that can be taken on the terrace in fine weather. The hotel also provides free Wi-Fi access in public areas.

Free private parking is possible on site and the medieval ramparts are a 2-minute walk from the hotel.","221 Avenue Du Pont De Provence, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/le-medieval.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.57186625316511,4.19366168974193
La Villa Mazarin,9.2,"Set in a building dating from the 15th century, La Villa Mazarin is located in the fortified city of Aigues-Mortes. It offers a terrace and guests can enjoy a drink at the bar. Free WiFi is available throughout. The guest rooms have air conditioning, heating, satellite TV, a telephone and a fridge. All rooms are furnished in 17th-century Provençale style. In the hotel's restaurant, La Table, you can enjoy French culinary specialties or choose from a selection of light meals and snacks. The salon opens onto the courtyard and sun terrace. The restaurant is open in the evenings from Wednesday to Sunday from 7pm to 9pm, and only at weekends for lunch (noon to 1pm). Closed on Mondays and Tuesdays. The Villa Mazarin has a private underground car park 1.85 m high. This option, which costs €18 per day per vehicle, must be booked in advance (subject to availability, as the number of spaces is limited). Your pet (dog or cat) is welcome (ON RESERVATION - one pet per room - supplement of €25 per day applies). Please contact us beforehand. Our relaxation area is available until midnight (sauna, jacuzzi, fitness room, swimming pool heated between 23° and 25°). Montpellier is 35 km from La Villa Mazarin, while Nîmes is 43 km away. The nearest airport is Mediterranee Airport, 25 km from the property.","35 boulevard Gambetta, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/la-villa-mazarin.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.56498661964503,4.191751956841472
Hôtel les jardins du canal - piscine chauffée - solaire eco responsable - parking - garage - bornes électriques - accueil vélos - kids friendly,8.9,"Hôtel les jardins du canal  is a 5-minute walk to the fortified city, on the banks of the canal, visible from its panoramic terrace and swimming pool. It offers air-conditioned rooms with free WiFi. Free parking is available and garage parking is possible for an extra charge, or free of charge for motorbikes.

All of the rooms in the 3-star Hotel Canal Aigues Mortes are soundproofed and have a flat-screen TV with French and foreign channels.

In the warmer months the buffet breakfast can be eaten on the outdoor terrace. In the summer, guests can also enjoy snacks or light meals by the canal.

Bicycle rental is available onsite and there is also a seminar room for meetings.

Hotel Canal Aigues Mortes is a 10-minute drive from Grau-du-Roi beach and a 20-minute drive from Montpellier-Méditerranée Airport. Aigues-Mortes train station is a 4-minute walk away. Montpellier, Arles and Nîmes can all be reached within 45 minutes by car.","440 Route De Nimes, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/canal-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.572987520084624,4.194824695587158
villa camargue,,Villa Camargue in Aigues-Mortes offers a two-bedroom holiday home with a garden and terrace. Free WiFi is available throughout the property.,"282 Rue Jacques Cœur, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/villa-camargue-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.575161,4.1834248
Nice Home In Aigues-Mortes With Kitchen,7.0,"Nice Home In Aigues-Mortes With Kitchen offers a 4-star holiday home in Aigues-Mortes, France. The property features three bedrooms and two bathrooms, a spacious living room, and a fully equipped kitchen.","30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/three-bedroom-holiday-home-in-aigues-mortes-aigues-mortes123.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.575479,4.186986
Artemia Aigues-Mortes - Hôtel avec piscine - Bornes électriques - Parking privé - Local vélo-moto,8.9,"Featuring free WiFi and a seasonal outdoor swimming pool, Artemia Aigues-Mortes is located in Aigues-Mortes, a 15-minute drive from the Carmague Natural Regional Park. The nearest beach is a 15-minute drive away. Free parking is available on site.

Certain rooms include views of the pool or garden. Each room comes with a flat-screen TV and a private bathroom. Some rooms also feature a private terrace.

A buffet breakfast is available for an extra charge.

Artemia Aigues-Mortes also provides meeting facilities.

Nîmes is 40 km from Artemia Aigues-Mortes, while Arles is 45 km from the property. The nearest airport is Montpellier - Mediterranee Airport, 26 km from the property.","897, Route De Nîmes, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/le-royal-hotel-aigues-mortes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.57639588787367,4.197818040847778
Résidence Odalys Fleur de Sel,8.3,"Set in Aigues-Mortes, Résidence Odalys Fleur de Sel is a 5-minute walk from the historic town centre and offers a seasonal outdoor heated pool. Free WiFi is available on site.

The apartments are spread throughout small maisonettes and each features a private bathroom, a living room with a flat-screen TV and a fully-equipped kitchenette. Some apartments have a terrace or balcony.

Montpellier is 25 km from Résidence Odalys Fleur de Sel. Montpellier - Mediterranee Airport is 18 km from the property. Free outdoor parking is available.","278 Chemin de Trouche, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.574094,4.179246
Résidence Odalys Le Mas des Flamants,8.4,"Located outside Aigues-Mortes’ fortifications, Résidence Odalys Le Mas des Flamants is just next to the Vidourle River. You can relax in the swimming and paddling pools or go to the beach at Le-Grau-du-Roi, 7 km away.

Set in small and terraced houses, the apartments at Résidence Odalys Le Mas des Flamants offer a private patio or garden. A TV and Wi-Fi access are also available with an extra cost.

Meals can be prepared in the accommodation’s kitchenette and enjoyed in the small dining area. Each kitchenette includes hotplates, a microwave and a dishwasher.

One free parking space is offered per apartment and an on-site launderette is also at your disposal. Local activities include walking the 5 minutes to the town centre or relaxing on Port-Camargue Beach, 7 km away.","60 Chemin de Trouche, 30220 Aigues-Mortes, France",https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSDNYBGhNiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKIg_bQBsACAdICJDgyMDE5NWU1LTk4OWUtNGRkYS04YmExLTkxOTlkYzYzMzkyN9gCAeACAQ&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318601&srpvid=95ff5b044d29017e&type=total&ucfs=1&,Aigues Mortes,43.57379435310839,4.180621862215048
